ts,100100024_pressure,100100024_flow,100100020_pressure,100100020_flow,100100017_pressure,100100017_flow,79_pressure,79_flow,12167_pressure,12167_flow,100004_pressure,100004_flow,1002196_pressure,1002196_flow,100100009_pressure,100100009_flow,100100028_pressure,100100028_flow,100100006_pressure,100100006_flow,100100019_pressure,100100019_flow,100100005_pressure,100100005_flow,100100008_pressure,100100008_flow,100100014_pressure,100100014_flow,11142_pressure,11142_flow,12166_pressure,12166_flow,hour_in_wm3,hour_out_wm3,100100022_flow,10012167_flow
2023-01-01 00:00:00,2317.7083,31515.9,828.3559,21009.988,1923.054,7846.0,1924.7899,37744.86,674.56,19025.2863,721.6973,0.0,773.2345,3049.1562,0.0,908.0,1515.625,7060.4907,1613.4079,104.43164,1565.9721,8107.5366,1452.3385,0.0,1645.4173,0.0,1691.6538,728.272,843.479,6632.375,886.71875,30539.159,9.890361436666666,10.155094347045832,14.639160166666665,0.0
2023-01-01 01:00:00,2321.1806,31713.14,835.58966,20921.643,1949.0939,7832.0,1951.047,37757.78,686.23996,18880.2048,729.49636,0.0,773.2345,3049.1562,0.0,908.0,1531.25,7324.8584,1629.1414,104.43164,1581.5973,8194.06,1452.3385,0.0,1663.3211,0.0,1712.8131,674.4625,851.725,5753.875,890.625,29669.515,10.43037850833333,10.245143957833333,12.668680833333331,0.0
2023-01-01 02:00:00,2321.1806,31260.469,837.4885,20595.852,1953.2169,7484.0,1955.604,36837.91,683.2,19023.8686,730.28755,0.0,773.2345,3049.1562,0.0,908.0,1554.6875,7021.1516,1646.5929,104.43164,1597.2222,7957.052,1452.3385,0.0,1680.0492,0.0,1728.0043,750.6808,851.725,5762.625,890.625,29898.1,10.30283022333333,10.155516876720833,12.966634083333334,0.0
2023-01-01 03:00:00,2324.653,31146.582,839.6587,20642.465,1949.7449,7799.0,1951.047,34483.56,683.68,19190.0586,730.28755,0.0,773.2345,3049.1562,0.0,908.0,1562.5,7088.4956,1654.0076,104.43164,1605.9027,7764.9463,1452.3385,0.0,1685.6554,0.0,1732.0734,742.5736,851.942,5317.375,890.625,29753.891,10.179211392500001,10.14761741075,11.457478875000001,0.0
2023-01-01 04:00:00,2324.653,31616.393,833.50995,20893.33,1946.924,10843.0,1945.622,32819.33,680.31996,19194.8878,730.28755,0.0,773.2345,3049.1562,0.0,908.0,1554.6875,7530.9937,1650.3001,104.43164,1605.9027,7807.546,1452.3385,0.0,1682.7619,0.0,1726.3767,758.5326,848.036,5739.5,886.71875,30356.5352,10.126786175,10.161433593220835,10.86747225,0.0
2023-01-01 05:00:00,2328.125,31593.312,708.9989,22424.633,1956.906,6991.0,1956.906,33296.07,734.72,15788.9754,730.28755,0.0,773.2345,3049.1562,0.0,908.0,1640.625,5415.3594,1707.2664,104.43164,1656.25,5047.6714,1452.3385,0.0,1732.3134,0.0,1779.2748,657.3286,703.08,0.0,890.625,24983.093,10.168546389294166,9.900386865920835,0.0,0.0
2023-01-01 06:00:00,2329.8612,31227.873,891.2896,38549.105,1929.13,0.0,1932.6019,35021.29,760.0,13711.957,730.28755,0.0,773.2345,3049.1562,0.0,908.0,1718.75,5420.204,1774.2693,104.43164,1730.9028,2433.4146,1452.3385,0.0,1791.8112,0.0,1815.6253,618.7018,804.636,0.0,886.71875,23065.173,10.710471425,9.434419122441666,0.0,0.0
2023-01-01 07:00:00,2307.2915,30366.852,906.4805,40309.83,1938.0269,0.0,1940.6309,36520.04,691.19996,17438.431,734.69573,0.0,773.2345,3049.1562,0.0,908.0,1687.5,5450.295,1760.706,104.43164,1727.4306,2119.5156,1452.3385,0.0,1784.7584,0.0,1813.9976,643.2864,857.584,0.0,886.71875,28071.8203,10.945745365833334,10.479597122208332,0.0,0.0
2023-01-01 08:00:00,2272.5694,40603.23,884.508,44416.99,1867.2849,0.0,1872.059,36617.22,671.35996,18717.8402,715.36756,883.2589,757.1028,3767.3125,0.0,908.0,1585.9375,5869.07897,1675.1664,104.43164,1647.5694,2144.1218,1452.3385,0.0,1704.6441,0.0,1738.0414,709.1863,826.33597,0.0,886.71875,30108.845,11.724867778333335,11.868216596358334,0.0,0.0
2023-01-01 09:00:00,2298.6112,39714.887,860.9982,40565.047,1905.4769,6748.0,1906.9959,35625.0,694.24,17661.8018,736.0521,331.8822,772.43876,3346.5625,0.0,908.0,1593.75,5400.913,1677.3366,104.43164,1645.8333,1791.4574,1452.3385,0.0,1703.559,0.0,1742.9243,664.85156,816.571,0.0,886.71875,27631.318,12.91488763916667,11.820573764458334,0.0,0.0
2023-01-01 10:00:00,2300.3473,39007.332,837.4885,41481.246,1936.291,6711.0,1936.942,34079.51,689.92,18037.148,730.96573,289.13538,767.2303,3658.75,0.0,908.0,1625.0,5445.7803,1700.3943,104.43164,1668.4029,1735.0054,1452.3385,0.0,1728.5156,0.0,1776.8333,648.1825,784.455,0.0,886.71875,28065.9243,12.598257182500001,11.489953333408335,0.0,0.0
2023-01-01 11:00:00,2293.4027,39348.742,785.04376,44615.254,1893.325,6711.0,1896.58,35645.01,617.76,19774.2356,674.2246,1901.9558,728.8182,4090.6562,0.0,908.0,1515.625,8949.9802,1636.3752,104.43164,1621.5279,2463.2869,1452.3385,0.0,1676.6131,0.0,1726.648,760.40063,732.37497,0.0,886.71875,36072.745,12.920748361666668,12.824185441504167,0.0,0.0
2023-01-01 12:00:00,2289.9306,40441.996,720.9346,37017.19,1856.869,7017.0,1860.992,35706.66,678.07996,16667.5713,722.03636,516.9397,758.4049,3684.7812,0.0,908.0,1492.1875,6220.4621,1586.7331,104.43164,1562.5,2004.0575,1452.3385,0.0,1620.5512,0.0,1661.5427,661.8174,741.489,10770.25,886.71875,30333.6033,13.014955128333332,12.529940116691666,0.0,0.0
2023-01-01 13:00:00,2291.6667,39755.637,776.9962,29454.66,1906.7789,9228.0,1907.6469,35330.71,740.64,14328.617,765.892,0.0,790.66825,3108.3438,0.0,908.0,1546.875,5437.879,1615.1259,104.43164,1576.389,2112.1733,1452.3385,0.0,1640.5345,0.0,1681.6168,660.7759,818.524,9892.75,886.71875,24437.149,12.407644325,10.8672485539875,0.0,0.0
2023-01-01 14:00:00,2295.1388,38053.027,821.5743,26982.244,1959.9439,9868.0,1960.5949,34094.73,755.36,13763.311,778.8905,0.0,800.3617,2851.9375,0.0,908.0,1648.4375,5391.662,1701.9314,104.43164,1661.4583,1257.9688,1452.3385,0.0,1722.3669,0.0,1764.8973,599.1655,847.819,7995.625,886.71875,23248.249,11.675220128333331,9.895731502158332,0.0,0.0
