ts,100100024_pressure,100100024_flow,100100020_pressure,100100020_flow,100100017_pressure,100100017_flow,79_pressure,79_flow,12167_pressure,12167_flow,100004_pressure,100004_flow,1002196_pressure,1002196_flow,100100009_pressure,100100009_flow,100100028_pressure,100100028_flow,100100006_pressure,100100006_flow,100100019_pressure,100100019_flow,100100005_pressure,100100005_flow,100100008_pressure,100100008_flow,100100014_pressure,100100014_flow,11142_pressure,11142_flow,12166_pressure,12166_flow,hour_in_wm3,hour_out_wm3,100100022_flow,10012167_flow
2022-09-01 00:00:00,1651.0416,2853.6262,646.24603,82.143486,1873.361,20775.0,1857.086,7837.044,746.23996,1079.1921,747.5812,0.0,743.43073,1123.3906,0.0,908.0,1522.5,2628.961,1592.8819,104.43164,1524.3056,10498.965,1594.0373,0.0,1.6782407,529.6875,1691.6538,546.14734,642.75396,0.0,746.40626,1841.8813,4.465557184225001,3.8397799746166665,0.0,0
2022-09-01 01:00:00,1652.7777,2839.764,457.98743,55.08796,1860.341,21219.0,1843.849,8781.791,747.51997,1215.9436,748.9375,0.0,743.43073,1123.3906,0.0,908.0,1529.875,2687.5742,1616.3014,104.43164,1552.0833,10355.368,1619.1348,0.0,1.5625,120.99219,1701.6909,382.98328,460.257,0.0,747.8463,2394.3267,4.181841446666666,3.8305507138083335,0.0,0
2022-09-01 02:00:00,1652.7777,2840.8933,404.0055,0.0,1878.3519,21116.0,1861.426,8786.039,750.08,812.01025,750.746,0.0,743.43073,1123.3906,0.0,908.0,1572.6874,2745.7744,1635.8327,104.43164,1571.1806,10314.159,1625.4824,0.0,1.6782407,434.16406,1720.4087,406.31555,403.186,0.0,751.75256,1728.7583,4.205653717208333,3.4601066613958333,0.0,0
2022-09-01 03:00:00,1652.7777,2851.402,389.99008,0.0,1879.437,21250.0,1863.1619,8751.586,742.08,1485.8113,742.9469,0.0,743.43073,1123.3906,0.0,908.0,1649.8749,2797.1094,1647.5875,104.43164,1585.0694,10215.674,1625.4824,0.0,1.7939815,194.03906,1726.648,1880.5503,392.77,0.0,742.31374,2383.7617,4.1742847625,3.514301665904166,0.0,0
2022-09-01 04:00:00,1656.25,2849.465,321.9023,0.0,1848.406,20807.0,1831.046,8687.152,740.79996,2425.4365,740.9124,0.0,743.43073,1123.3906,0.0,908.0,1622.6876,3498.7852,1618.2907,104.43164,1555.5556,10922.805,1625.4824,0.0,1.7939815,72.54297,1693.2815,3941.6904,321.594,0.0,743.6338,3479.4731,4.170994983591667,3.9750311981,0.0,0
2022-09-01 05:00:00,1657.986,2852.383,449.57816,20905.12,1872.71,27843.0,1850.359,10838.115,707.04,7219.921,716.837,0.0,743.43073,1123.3906,0.0,908.0,1503.5625,7694.831,1520.6344,104.43164,1467.014,11316.632,1625.4824,0.0,1.6203703,240.39062,1630.8888,3700.751,431.83,0.0,739.6075,8505.84,6.4222165075,5.226508341254166,0.0,0
2022-09-01 06:00:00,1649.3056,4341.5967,481.67798,17410.592,1872.71,22365.0,1863.1619,28989.945,664.95997,10512.662,682.4758,1028.4895,743.43073,1123.3906,0.0,908.0,1296.2501,1883.2456,1312.301,104.43164,1250.0,12874.499,1317.1825,0.0,1.6203703,761.90625,1451.8492,3968.5776,565.28497,11804.0,741.66,13736.453,7.745553919999998,7.441267978412501,0.0,0
2022-09-01 07:00:00,1651.0416,4529.7285,284.9197,16552.229,1940.197,29349.0,1925.875,31688.094,707.2,6767.3047,716.04574,0.0,743.43073,1123.3906,0.0,908.0,1070.4374,8203.4907,1109.1218,104.43164,1031.25,13371.96,1111.0307,0.0,1.7361112,823.5469,1328.9628,2165.4082,606.732,0.0,736.74005,8606.381,8.781019041666667,7.833690635241665,0.0,0
2022-09-01 08:00:00,1633.6806,20697.639,676.89905,15149.081,1799.1469,20984.0,1789.8159,29733.5,701.44,7629.1846,712.0897,0.0,719.92046,1390.6719,0.0,908.0,1106.0,1386.6842,1127.2968,104.43164,1019.0972,14020.961,1116.4018,0.0,1.6203703,799.46875,1341.7126,2327.7563,553.784,0.0,739.9963,9380.834,9.046614364166667,7.320045685135,0.0,0
2022-09-01 09:00:00,1635.4167,20267.084,720.8442,10034.121,1599.9409,19688.0,1589.091,19608.012,686.88,8651.492,701.3518,0.0,714.1333,1585.8594,0.0,908.0,1149.5626,636.079,1166.6305,104.43164,1074.6528,13575.578,1161.7142,0.0,1.6203703,1290.75,1303.7345,2579.6274,672.266,0.0,734.71624,10963.057,8.273167700000002,7.4282005651,0.0,0
